text,sentiment
 lady thinks shes watching scrubs... delusional.  shes bailing on our plans,negative
 eh...I might drive through Chi-town on my way to Colorado....maybe I`ll get one then.,neutral
Six feet under theme is on jjj,neutral
"  ....what did she EVER do to piss them off?    I thought you just meant casting-related ****, not more of that ****.",negative
  i wasn`t able to go the conference.so I didn`t get the outline.. however I have been doing my own & it`s coming along.,neutral
 that is yo name girllll!,neutral
 yes not for putting inside anything else,neutral
_Grenade The link 404`d.,neutral
 OK. Happy to hear that you are feeling fine,positive
 Cant wait && Cant wait to see the 3d concert experience (i live in the uk) the was the trailer at the cinema yesterday.,positive
 sayid could be dead.,negative
"So happy. Great, glowy, ravey, beery night. Now smokey, pizzary night with cool friends. And I love liz  x",positive
" i incredily love reading your tweets! they`re so entertaining, keep it up.",positive
omg supernatural is on after good news week,neutral
Follow _joe he`s cool,positive
 Oh ****. That really sucks,negative
" july 21st!?? that means at your concert I won`t know all the songs.  oh well, yay demi!! <3",neutral
 ****  real sorry to hear that ma,negative
 I can`t believe you went and got boba without me.,neutral
 I`ma need you to follow me real quick cause I can`t DM you,neutral
"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c",positive
happy momies day  http://bit.ly/Skqli,positive
 Oh no! Hope it`s not as bad as it sounds!,positive
 i want to experience snow  we don`t have snow here and it sucks,negative
"Poor DS is in bed with 100.8 fever - he won`t be able to walk in Relay for Life tonight - feel so bad for him, he`s so sad",negative
 ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!,neutral
 Good luck this week! I know you`ll handle it with grace,positive
slept for 11 hours after an exhausting but a fun fun out of town trip. high for the day so far? woke up to good ol` fried chicken,neutral
"wearing a pair of trousers that were loose last year, tight this year",negative
" 'might be interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",positive
 Yes! Join us! All we require is a cupcake donation...,neutral
_sims do you know of any inside scoop on a station that`s anything what kwod was? there`s nothing for us now,neutral
Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,positive
Is at work  ohwell need money so : D,neutral
having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),negative
 me neither at first...but u gotta go thru somethin first to get there lmao...i almost burnt my house down and that set me str8,negative
"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that`s enough, isn`****?",negative
" it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",positive
 yeah same here... I have a bit of headache too... ick,negative
http://www.eabeauty.net - The world of beauty and pretty girls   I`m testing new version,neutral
 Because of the new #Kirk. That`s why. Because of the new #Kirk.,neutral
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,negative
" Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...",positive
Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,neutral
 lunch was going home to rest...not well today,negative
I don`t know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,positive
? ? ? You can`t be 29...on Sugar Mountain...(or so people tell me...)  ? ? ?,neutral
wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin,positive
  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,positive
_soul i look forward to your new cd  big fan,neutral
 how sweet,positive
I will surely vote for .,neutral
Brittany moved,neutral
" That`s just weird... :\  Oh, and what was it you were drawing for me?",negative
     Soooooooo What Happened To Power ForReal?,neutral
http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,negative
is excited about Taylor Swift on wednesday!!!,positive
"can`t wait to get his hands on his new blackberry, this one is dying on me",negative
" Certainly not Cheers than, huh?",neutral
Dinner and A Movie with the Hubby,neutral
" I am twittering, LIKE A BOSS. Thanks Savvv",positive
had a funny time at neball against PLC  score: 48-3. what a game.,positive
I nvr wanted May to come to an end,positive
can`t sleep... havent finish my homework  **** IT !,negative
This is getting on my nerves. I cant change my pic,negative
did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,neutral
 But can you breathe OK?,neutral
Day off with nothing to do,neutral
found out my 'friend' isnt actually. but hey **** happens.,negative
didn`t know the statue in the Venetian was a real man and screamed so loud everyone laughed,neutral
Another long walk in the heat... I hate this...,negative
 dont ya know? people love the human society,positive
" Think wearing bermudas at the cinema wasn`t a good idea after all, but outside was humid like cwazy!",negative
I`m such a chicken,neutral
 Amy did u already check out the antics of Parella and Marcia?   news... and entertainment on Twitter,neutral
Gogol Bordello < par.    Prolly not even in the top 10 of GB shows I`ve seen.   Perhaps some old fashioned Civilization II will help?,neutral
sometimes i forget my favorite **** stars are real people too.  made orange chicken last night and cut his finger off! sad!,negative
I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,negative
So treat your Mom`s like Queen`s cuz they are,positive
 I`m here if u need to vent!,positive
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,positive
 that`s sad,negative
"  it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",negative
Really tired JAKe always gives me more work,negative
 CONGRATULATIONS on the test!,positive
" under a week delivery to OZ, awesome product, awesome prices. The parcel today made my day",positive
Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.,negative
 I sure hope so!,positive
Complicated with a dream,negative
oh my gosh!!! hollyoaks was so sad tonite,negative
" eh, you`re a really nice girl   How are you? miss youuuuuuu",neutral
you are my apple and i wana take a bite,neutral
I want my real keys back,neutral
"got a prerecorded phone call from JJ asking to vote for ADMK led front, phone number is +914044621160, hyderabad connections",neutral
 hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine,neutral
Watching Jeremy assemble jr`s new radio flyer bike!!!  Jr is sick with 100 degree fever  taking a nap.  This will cheer him up though!,negative
dual reject ...  http://tinyurl.com/mfm7tl,neutral
 I forgot about it and I already ate lunch  so I guess I`m not going.,neutral
is enjoying the nice weather but has been stuck indoors writing an essay for most of it,neutral
" Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral
 its taking forever to upload,negative
 ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,positive
_KittyKat  so now im bored..untill i go out,negative
" dreamwidth, a new journaling site that just went into open beta.",neutral
The book bloggers panel is not listed anywhere in the program!   Be there tomorrow at 2pm in room 1E15.  #BEA09,neutral
also just hanging right now?? just bored hahaha didn`t have to work again today this is different....  no hours no money lol whatev,negative
"the downside of getting TDL 3 days early is that i won`t have time to read it til next week anyway!  but still, hurrah *clutches it close*",positive
" You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",positive
Ive got the greatest boyfriend in the world. I love him so so much.,positive
 The dayem computer  #twpp,neutral
 awwww  bew! you wont be here at all this summer?,neutral
"first year in ages where i`m not going to the crafty raft :O i don`t mind though, i don`t even like the crafty raft",negative
I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,positive
HAPPY MOTHER DAY JANEY! EVEN THOUGH IDK IF YOUR A MOMMY!,positive
"My gut says to replace $$$ appliances instead of repair, but I want to be smart with $. When I try repair, replace was the right choice.",positive
" Okay, as long as you`re all right.",neutral
is off to RENT soon  Hope I can get home tonight though with all the train problems :s ...,negative
Wallace and Gromit is on bbc1,neutral
" Hey JK...Wish Evenlyn a Happy Mothers Day tomora for me..I had a Great Day, my gift will be tickets to see ya`s ere in Oz",positive
listening to the online radio; oldies,neutral
i dont feel good! sick to my stomach,negative
Yea running on 3 hours. Lets do this test,neutral
i think i have a fever,neutral
 what?? can`t believe it,negative
 do you have a password for the San Diego show? Mine is not working,neutral
 I`m doing an experiement,neutral
is clamped out...haha,neutral
 yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,negative
" oops, me and my drunken stupor lol. Ima check it out",negative
toooo much outside killen my eyes,negative
I love the sunshine and the happiness it brings,positive
missing Tim!,negative
I need some free #fieldnotes because I can`t travel to North 3rd Street in Philly to buy my own.,neutral
"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!",negative
Missin my boo,negative
listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,neutral
 could be.,neutral
home not well hate not workin,negative
Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,negative
 whahahah thank you,positive
Hawks lost but it was a good time,positive
Awww the boys have no beards?    I LIKED THEIR MANLY MAN-NESS [via ] #asylm,positive
I saw amazing heeels. But they were too big,neutral
Up way way way to early this am....thanks _benson,positive
 bet sexy; i added u on myspace!,neutral
_Bailon talk with your HIPS,neutral
had one of the greatest days ever! spent the whole day with besties & celebrated installs with the friends i love oh so much  <3,positive
so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,negative
" I feel your pain man, people say it`s really good but I don`t have the money to waste on a PS3",neutral
 thank you alot,positive
"@ all mothers, Happy Mother`s Day, at all non-mothers, Happy Sunday, the 10th of May.",positive
 you`re right about the duckies  thanks for being such a big help with wrapping & writing up!,positive
" thanks  and ill cross my fingers for you, that the rain will stop",positive
Watchin Scooby Doo 2,neutral
" hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm,  ITs good",positive
is feeling waaay too cruisey and relaxed for a Monday evening...  oh wait..  that`s just wine before dinner...,positive
_lee lol a bugg to school thats awsome,positive
I`m really full and I feel sick,negative
 morning hon. what you having for breakfast? I cant decide,neutral
 whats the next movie review going to be? You`re like wossy of brum. Just more controversial,neutral
Nothing exciting from me tonight....got some new toys to play with though  Happy Mother`s Day Ladies,positive
 nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,negative
  Thank you,positive
Test discovery just missed being in Py3.1,negative
never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),positive
got a super cold!,positive
Not a happy bunny,negative
 its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore,neutral
"Happy Mother`s Day to all mothers out there!  I am not one myself, but I have been called something along those lines",positive
_WSt the wheater here in Austria should be bad for the whole weekend. Sorry!,negative
I love when ryans a housewife. Makes me smile.,positive
Good morning Tweeple of the sun! What you all up to?,positive
Luking for new background pic......,neutral
Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,negative
" Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!",neutral
"I hate working nights, cos I`m not really able to enjoy this gorgeous weather, as I will be asleep",negative
r u still there? ? I guess not    i want to talk to you,neutral
 It`s becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.,negative
Comment my new myspace pictures plz?,neutral
"omg! i luv u guys, thanks for keepin me entertained, and awake !  .... missinmydgbigtyme",positive
Deucie picked up by his sitter for the weekend.,neutral
Getting ready to ship a care package to the daughter. She`s not coming home this summer from college,neutral
baked a cake & watching a movie.,neutral
" I feel the same way, but I guess no matter where you are there will always be memes.",neutral
work work work. my desk is a sea of papers and I am the dinghy being tossed about in its waves.,neutral
Getting ready for an early night tweeps!   Have a great one every 1,positive
"I need to go to ATL, mainly just to go to Ikea.  The stuff I want isn`t available online.",neutral
Jay Leno has one more show left as the host of The Tonight Show,neutral
i wish the birthday massacre would come to australia  i think they said they`re thinking about it though!!,positive
 yep im very jelous too  id love to be in miley position haha x,neutral
_420 why baby?,neutral
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,neutral
" Ha ha, might be - I`ve doubled my morning intake already in the last couple of days - now have a HUGE bowlful!",neutral
" yes, actually, I am. When I`m home, moms does the laundry & I do the babysitting. She broke something that didn`t need 2 b fixed",neutral
 Actually there was this other guy I thought I didn`t know but turns out I DID know from a previous party...,neutral
" I will, n btw happy mothers day sissy",positive
"  Good morning, gents!  How are ya today?",neutral
 Yay! Thank you.. Feels like ur yelling at us   LOL,neutral
Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,positive
Watching Gross Point Blank.,neutral
"actually, i think i`m being mean to her....i feel sorry now",negative
Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.,neutral
Gonna head into the shower now...  Going to a friend`s birthday party =],neutral
_WOCKEEZ i wish i can go. But i`m not in US,neutral
"_DAHSAR Thanxs hun, you too!",positive
"So, what`s so great bout your so called `wonderful love life`?  For god sake, W-A-T-E-V-A!",positive
 will the presentations be available online during the meeting?  The poster discussants are going so fast I can`t write fast enough,negative
Well that`s the last of the Fabs gone,neutral
 omg! I saw ur update nd it said 'David Archuleta'!!!! lol. They shoulda had more David on it! <33 David`s awsome!!  t4p!,positive
Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,negative
 Yes. when I was talking to you...,neutral
spring pictures today  going to schoooool,neutral
" i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",negative
my knee hurts!,negative
the times they are a changing,neutral
Here at work having lunch. A lot of work and not enough help,negative
partying in the study room,neutral
i absolutly love kill bill vol. 1!!! I think lucy liu is sooo gorgeous!!!!,positive
daddy is in the hospital  i dont like it!,negative
"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up",neutral
Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral
Who thinks I should start doing iPhone App Development business? @ reply to win an EasyWriter Pro code!,neutral
damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive
"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   <3",positive
I did that once,neutral
"Yay, a live demo of Rhodes. Loving this more and more  #euruko",positive
work soonnnnnn  it`s looking rly dead today...,negative
"Well, enough mushy family talk. To bed I stubbornly go.",negative
Rainy Mondays... Is there a better day to work at home?? I am thankful!!,positive
http://www.mmemarko.schilderweb.nl/ for my homepage,neutral
 Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!,positive
Right now on my Justin.tv channel: 10 weeks until my gf has a newborn  www.justin.tv/kubbur?20,neutral
"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later",negative
i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,neutral
 Oh! Don`t you just love these Vodafone series of Ads ... The best picturisation ever,positive
Coffee in hand and sun shining in my window.  Hope everyone`s having a great Monday morning so far! #monday - MR,positive
Got people don`t let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,negative
"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",negative
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative
I do NOT feel good today,negative
My best friend is away at special olympics . She said she was gonna bring me .,positive
_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe,neutral
" cool beans, yeah man - no prob at all",positive
"home from STING..crunk (of course)..long **** day N nite..also, visited my boy Rob V..all is good..happy mother`s day!!..word to yo mutha",positive
 I give it 2 snaps down  how`s work going?,neutral
#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it,positive
 jass warn me b4 u go to nxt war...i am there to have fun...,positive
My head hurts,negative
"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",neutral
"this time, i really need to shut it.. i`m going to sleep! my head aches badly and i really can`t take it..",negative
watching Jon & Kate plus 8..can`t believe they`re divorcing,negative
Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,positive
" hahaha this is super late, but thank you!!",neutral
"Awake again at 6am on a Saturday, isn`t this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake.",neutral
"Eh, I`ve had better. I`m excited to see ryan hurley tomorrow",positive
Homey missed da bus.,neutral
WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,negative
May the 4th be with you  I couldn`t resist!!,neutral
I`m up way past my bed time.  gonna catch sum snl.,neutral
Just got bullied by Dillah.  HELP!,negative
assumes it wasnt so taboo to start an email with 'LOL' considering that the reply it got started with 'ROFL. PWN3D.' I love the internet!,positive
Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live > http://ustre.am/2j3l),negative
"**** - Apple store is down for updates... what`s coming, I wonder?",negative
" Batman: Arkham Asylum, but I don`t own a system that will play it, sadness",negative
 mothers day pak...,neutral
 I like to support my friends  It`s sad that I`m your only friend though,negative
 that sounds foreboding...,negative
"Nooo! I`m ill  Must Have Paracetamol! Nice weather today, though.",neutral
"winding down, love having a low key day.",positive
"where are all ma bestfriends at ? , MIA or wat ?",neutral
 OMG i want to go too!  hahaha,positive
missed out on westcott micro apollo too,negative
" too early ,,, I`ll spill my corn flakes",neutral
 Well im hving another one today yey,neutral
why have 3 people stopped following me  is it something I said??,neutral
_Diva_Dee26 teehee Im glad to entertain ye,positive
ConGrats to all Graduates! Such a Beautiful thing & Big Deal! I wish i cudve attended my lil man Ryan Kdg Graduation..  Feel verY Sad!,neutral
 I can`t DM you because you aren`t following me,neutral
Thanks for the follow my new Twitpeeps!,negative
im such a sucker for great cottys,neutral
its raining in MD,neutral
mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,positive
Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,negative
This is my anthem right now.... don`t leave me high and dry.  ? http://blip.fm/~79fcr,neutral
Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,positive
My paycheck was nothing but a piece of paper.,neutral
  Thanks for the greeting,positive
 was there yet another semi final tonight?,neutral
Twas a good show. I even liked Ciara`s last song.   Time for me to go to bed. G`night!,positive
 and now I am starting to feel really old.,negative
-was just told by Dan to NOT say anything anymore...  -now im super sad =(,negative
" Yep, I tolerate nothing in the facebook group",negative
" i`m still awake, coulnd`t go back to sleep",neutral
 You are always amusing.,positive
the apartment is starting to feel like mine.,neutral
 haha sounds like your going to have heaps of fun  ****,positive
 You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,neutral
"The food here looks amazing! Our dessert is Frozen Grand Marnier Souffle, of course we have to eat @ the bar",positive
 yeeeeeessss I can`t wait! Too bad I can`t drink,negative
" I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do",neutral
" Thanks, btw which men`s hairstyles are in right now? I`m growing my hair long  anyway hope you are having a good weekend!",positive
is sad because his tea and oatmeal are cold,negative
" the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",negative
tummy hurts,negative
"Friday yay!! And a bonus, don`t have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride",positive
 aww poor Caity  :L add people n they will add you,neutral
 make sure you call yur mother & tell her how much you love her. Tell her I love her for bringin you into the world.,positive
 think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill,neutral
 umm..nope not anymoree,neutral
 Lol  i know,neutral
 I saw that!!!!,neutral
NEW STRIPEY TOP DAY!,neutral
 Aww  Yeah I feel you. I know its hard.,negative
_StrayCat I sorry!!  Me no like when people I like don`t feel well. Your tummy?,negative
"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes.",negative
lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,negative
 I want to come over,neutral
   We`re idiots.  Ok mostly I was skint but hell I could`ve done something......,negative
: Am sad i got no money on my phone. Ahh well  lly Mitchel ****,negative
"Possible case of H1N1 at Ft. Knox (KY) http://tiny.cc/gNYq7. Note: this is for info purposes only, so there`s still no need to panic",neutral
I had a super cool dream last night.  asked me and  to be on her show. Wooowww.  *hopes it will come true* ),positive
 I think we have it pretty much figured out.  added a box in the Helsinki group where you can see the tweets,positive
Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn`t like the fax part,neutral
Wee are going to the movies tonight to see Wolverine,neutral
 HAHA I took the quiz on fb and missed the mcfly one,neutral
 No it`s not sad. Should make you proud,negative
" i just went to find that unity girl on bebo, i cant find her! i fail at bebo stalking",negative
__marie lol..french toast sticks too!,neutral
Trying to sell my GM stock,neutral
 no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something,negative
 Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,neutral
Off to work now apparently sun shining not a valid excuse to stay home,neutral
" lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",positive
 got it. Welchs grape too please,neutral
 Morning! Are u back in blighty Bill? Hope u had a lovely time away,positive
_bach daps were the best lol,positive
 if only I had half the drive you had!!!  You are my idol,neutral
now the pic wont load up on twitter,negative
" thanks.mine wasn`t too bad. Made a card for my mom, had a nice nap, finished some work, wrote bills, I have a surprise for you",positive
"sleepy time! and, my room is finally clean.",positive
 The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68,neutral
hi to all twit friends  happy mother`s day to all the beautiful and amazing mothers out there,positive
Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol,neutral
I forgot to charge my cell last night and now it`s dead,negative
" That was my entire week!! I didn`t get to design once while at my GRAPHIC DESIGN job, only at home doing freelance. Sad.",negative
speakerphone with the bestie  love that kid http://tinyurl.com/qxyc2n,positive
 Me too!    need some tour dates stat!,neutral
  me too! i don`t know why every time i listen to it i start to cry!,neutral
Getting really guilty,negative
 gables apartments has corporate and their nice.,positive
 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday,negative
" I bet you received lots of hit from that tweet; at work i cannot, wish i could",negative
is at cindy babys house......taking in these last fridays we have together  DR!!! i hope,positive
" OK David, talk later  Have a great dayyyy ay ay ay ay",positive
 aww you poor thing  hope all goes well!,negative
I want some pineapple! I miss my baby,positive
Gotta be at church by ten for camera meeting  Finally!! =D lol,neutral
I wish my roommates were coming home soon  maybe i should take a nap to waste time,positive
twitter is trippin right now with my pic,neutral
Get to see and hopefully meet these guys next week at ROTR!! Can NOT wait!!!  Adelitas Way - Invincible ? http://blip.fm/~5ynxr,positive
 Dude I feel really bad but it doesn`t work. I don`t have a serial for it so it can`t be used,negative
 Ben and Jerry...yummmmy!!!,positive
http://slingalink.com/eVicE1 my daughters kindergarden  !,neutral
http://twitpic.com/67ot5 - the most amazing decoration of a store i`ve ever seen... & it`s almost been 2 years,positive
**** I lost my Star Trek ring!    Starfleet Academy class ring w/ Golden Gate Bridge on it.  Got it as high school graduation present.,neutral
" My name is Chad, but I won`t be here tomorrow",neutral
 Happy Mother`s Day to you,positive
 i need 2 b getting 2 sleep 4 the night. Have a good sunday,positive
_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,neutral
  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,positive
i need monies.  school is expensive.,negative
"  You just want to go?? I know the feeling...  I`m ready to head back to the mountains, I won`t go back till July",neutral
The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,neutral
You guys need to get on me. It`s been 2 weeks since I`ve went on a cache hunt  #geocaching,neutral
 I miss you too,negative
" Oh, sweetie, I`m so sorry.  That`s the last thing you needed right now. *hugs*",positive
 Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want,neutral
" its a hott tuuneee,",neutral
_ i guess we will wait & see..,neutral
i want candy!!!,neutral
_mazur Hahaha...and I who actually thought you just were popular!,neutral
 Or your mobile doesn`t like me,negative
", ahhhhhhh so excited for july 21 (: ecxept stupid australia won`t get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",positive
" im good thanks, may need you`re advice soon as im playing with a new font of my own",positive
#BGT  ooooh tooo weird for me,negative
I actually drove in today - no incidents to report  to quote Ice Cube - Today was a good day,positive
work work work,neutral
"Well if you actually went and got your drivers license you wouldn`t have to worry about the bus being ****, haha.",negative
is gutted to be at work when it is sooo nice outside,negative
Sorry was that mean,negative
 I know.     #hhrs,neutral
 they really do. it is a crying shame.,negative
 he won`t reply,neutral
Jimmy Eat World`s initials are JEW....new favorite band,positive
super duber high! this klondike bar is thee business.,positive
  give them my best!,positive
" Yeah, but you`ve got admire someone who takes job satisfaction to the Nth degree",positive
" Thank you, Judy! Same back at you!",positive
seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn`t a hospital,positive
_Aitana K ??? What??? No way!!!! No,negative
my little sister told me i have a double chin  aww,neutral
had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today,positive
"   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~",neutral
_ thats coz we love you,positive
Almost to grandmas now. No internet there. I will never catch up on twitter.,negative
Gonna go watch Jackson`s band play and then going to the band after party,neutral
"Im regretting the alcohol I consumed last night, MY HEAD",negative
 Thanks  #sigjeans,positive
  I hope you get well soon! <3,positive
 awwww  nsty when ppl make fun of someone &  laugh their asses off; when the see ur not laughing that shoud be a HINT! Wrong,negative
  I saw you started following me -  Welcome - what do you do in AKL and for whom?,positive
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday",positive
very malakas ang ulan. how will i go to fort,neutral
 its bout smoking weed,neutral
it always rains right after i get my car washed,positive
Home from school. Out tonight? Probably not,neutral
Only four full days left in Aussie-land. I don`t want to go home.,negative
i really miss my satan kitty,negative
 how was the ice cream?,neutral
 Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,neutral
" awww, that sucks  But they`re so awesome when you get one, all squeeky and happy. I only have one left now though",neutral
Fire call today missed it,negative
I ran over a turtle.,neutral
 i want to see you on tour!,neutral
 aww hope uve hada good day  xxxxx,positive
just got back from the Sing It Loud concert // **** AMAZING,positive
cooking with my dad  having lots of fun in the kitchen together,positive
 Random has an a,neutral
2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,negative
Hitting the docks soon.,neutral
"dont look at my toes... put shoes on, then painted big toe!",neutral
" Very well thank you! How are you, more importantly?",positive
Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda`s new face after the pug). Even iLike,neutral
"Got me a dark red hair dye, going to get some bleach",neutral
"_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry Chicago  jeje",positive
 She could spend the rest of the night in her room.  At least ONE of you could be happy with a glass of wine.    #surlytween,positive
sick on wifes bday= double,negative
" they were lushh wernt they, i managed to keep up to lol aww they were amazing  ****",positive
" And so very you.  You know I say it w/ nothing but love, dude.",positive
 Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!,positive
 That will make things fair. My poor Tiger has no claws or nutz,neutral
 what about me?,neutral
Burp the Frog  http://is.gd/rae9,neutral
" I forget, are you in Edinburgh? Check out EdinburghAC.org.uk",neutral
 GIRLFRIEND!,neutral
 no  I didn`t yet he never texted backk.,neutral
_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun ****,negative
"I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though  x",neutral
 no need to thank  we all just have to keep the good thought!,neutral
"Back from the pub, want more peroni",neutral
They are out of ice cream at the Crazy Mocha in SS. This means no Espresso Milkshake..,negative
  - I always appreciate your 'musings.',positive
"Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",neutral
 yeah   but I`m jus glad the thunder stopped .,positive
"12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla",positive
"Dinner party was great!  Happy, full clients that is what I like to end my day with",positive
"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",negative
looking at this website!! should be working!!,positive
 Where DO you get all those wonderful toys?,positive
is about to go into her last final.  happiness!,positive
